Feature,Coefficient,AbsCoefficient
Gender,-0.2057231359257734,0.2057231359257734
tech_company,-0.06086597328768457,0.06086597328768457
no_employees,-0.05255747268172706,0.05255747268172706
age_range,0.03913512632636337,0.03913512632636337
remote_work,0.028912581769156984,0.028912581769156984
Age,0.013761192651266047,0.013761192651266047
self_employed,-0.01312415046125615,0.01312415046125615
