Feature,Coefficient,AbsCoefficient
coworkers,0.5137030386658193,0.5137030386658193
supervisor,-0.38281465149489835,0.38281465149489835
care_options,0.382181633738595,0.382181633738595
benefits,0.3641344922259342,0.3641344922259342
anonymity,0.13515661824253783,0.13515661824253783
leave,0.010144073206440068,0.010144073206440068
